,pmid,journal,journal_abbrv,pub_year,institution
171,37113642,Clinical case reports,Clin Case Rep,2023,"Pediatric Neurology Department, Institut de Recerca Hospital Sant Joan de Déu Barcelona Barcelona Spain."
172,37104863,American journal on intellectual and developmental disabilities,Am J Intellect Dev Disabil,2023,"Christina K. Zigler, Nicole Lucas, and Molly McFatrich, Duke University School of Medicine."
173,37104860,American journal on intellectual and developmental disabilities,Am J Intellect Dev Disabil,2023,"Christina K. Zigler, Li Lin, Molly McFatrich, and Nicole Lucas, Duke University School of Medicine."
174,37069177,Scientific reports,Sci Rep,2023,"Department of Pediatrics, Hokkaido University Graduate School of Medicine, Kita 15, Nishi 7, Kita-Ku, Sapporo, 060-8638, Japan. egakiyo@huhp.hokudai.ac.jp."
175,37051256,The application of clinical genetics,Appl Clin Genet,2023,"Department of Pediatrics, University of California Davis, Sacramento, CA, USA."
176,37039911,"Quality of life research : an international journal of quality of life aspects of treatment, care and rehabilitation",Qual Life Res,2023,"RWEC, LLC, 73 Walsingham Road, Mendham, NJ, USA. Nasreen.khan@rwecon.com."
177,37019838,American journal of medical genetics. Part A,Am J Med Genet A,2023,"Center for Gait & Movement Analysis (CGMA), Children's Hospital Colorado, University of Colorado Anschutz Medical Campus, Aurora, Colorado, USA."
178,36991133,Molecular psychiatry,Mol Psychiatry,2023,"Sagol Department of Neurobiology, Faculty of Natural Sciences, University of Haifa, Haifa, Israel."
179,36989302,Proceedings of the National Academy of Sciences of the United States of America,Proc Natl Acad Sci U S A,2023,"Department of Human Oncology, University of Wisconsin-Madison, Madison, WI 53705."
180,36987712,American journal of medical genetics. Part A,Am J Med Genet A,2023,"John T. Macdonald Foundation Department of Human Genetics, University of Miami Miller School of Medicine, Miami, Florida, USA."
181,36973885,Revista de neurologia,Rev Neurol,2023,"Hospital Universitario Puerta de Hierro Majdahonda, Madrid, España."
182,36950135,Frontiers in genetics,Front Genet,2023,"Maternity and Child Care Center of Dezhou, DeZhou, China."
183,36947593,Science translational medicine,Sci Transl Med,2023,"Department of Veterinary Pathobiology, College of Veterinary Medicine and Biomedical Sciences, Texas A&M University, College Station, TX 77843, USA."
184,39816881,Frontiers in child and adolescent psychiatry,Front Child Adolesc Psychiatry,2023,"Department of Psychology, University of Turin, Turin, Italy."
185,36920305,Biochemistry,Biochemistry,2023,"Engineering Research Center of Cell and Therapeutic Antibody, Ministry of Education, and School of Pharmacy, Shanghai Jiao Tong University, Shanghai 200240, China."
186,36909588,bioRxiv : the preprint server for biology,bioRxiv,2023,"Department of Neurology, Beth Israel Deaconess Medical Center, 330 Brookline Avenue, Boston, MA 02115, USA."
187,36898382,Stem cell reports,Stem Cell Reports,2023,"Department of Neuroscience, University of Connecticut School of Medicine, Farmington, CT, USA."
188,36874015,Frontiers in pharmacology,Front Pharmacol,2023,"Department of Respiratory Medicine, The First Hospital of Jilin University, Changchun, Jilin, China."
189,36859399,Nature communications,Nat Commun,2023,"Department of Physiology, College of Medicine, University of Tennessee Health Science Center, Memphis, TN, 38103, USA."
190,36854878,Scientific reports,Sci Rep,2023,"Unit of Child Neurology and Psychiatry, ASST Spedali Civili of Brescia, Piazzale Spedali Civili 1, 25123, Brescia, Italy. serena.micheletti@unibs.it."
191,36849003,Experimental neurology,Exp Neurol,2023,"College of Osteopathic Medicine of the Pacific, Western University of Health Sciences, Pomona, CA 91766, USA."
192,36833226,Genes,Genes (Basel),2023,"IRCCS Istituto delle Scienze Neurologiche di Bologna, U.O.C. Neuropsichiatria dell'età Pediatrica, 40138 Bologna, Italy."
193,36827983,"Structure (London, England : 1993)",Structure,2023,"Protein Processing Section, Center for Structural Biology, Center for Cancer Research, National Cancer Institute, National Institutes of Health, Frederick, MD 21702, USA."
194,36810252,JCI insight,JCI Insight,2023,Department of Clinical Genetics and.
195,36805082,Molecular therapy : the journal of the American Society of Gene Therapy,Mol Ther,2023,"Institute of Neuroscience, State Key Laboratory of Neuroscience, Key Laboratory of Primate Neurobiology, Center for Excellence in Brain Science and Intelligence Technology, Chinese Academy of Sciences, Shanghai 200031, China."
196,36788499,Journal of neurodevelopmental disorders,J Neurodev Disord,2023,"Department of Neurology, Children's Hospital of Fudan University, National Children's Medical Center, Shanghai, China."
197,36779733,Orthopedics,Orthopedics,2023,
198,36764852,Biological psychiatry,Biol Psychiatry,2023,"Center for Neural Science, New York University, New York, New York."
199,36753818,Research in developmental disabilities,Res Dev Disabil,2023,"Erasmus MC Sophia Children's Hospital, Dept. of Pediatrics, the Netherlands; ENCORE Expertise Center for Neurodevelopmental Disorders, the Netherlands. Electronic address: g.c.b.deheus@erasmusmc.nl."
200,36750385,Neurology,Neurology,2023,"From the Epilepsy Research Centre (A.M.D., A.L.S., S.R.-H., I.E.S.), Department of Medicine, The University of Melbourne, Austin Health; Melbourne Medical School (L.C.), Faculty of Medicine, Dentistry and Health Sciences, The University of Melbourne, Parkville; The Florey Institute of Neurosciences and Mental Health (L.C., I.E.S.), Melbourne; and Department of Paediatrics (I.E.S.), The University of Melbourne, Royal Children's Hospital, and Murdoch Children's Research Institute, Victoria, Australia."
201,36749315,eLife,Elife,2023,"Department of Neurology, Department of Pediatrics, Department of Anatomy and Neurobiology, College of Medicine, University of Tennessee Health Science Center, Memphis, United States."
202,36722216,"G3 (Bethesda, Md.)",G3 (Bethesda),2023,"Department of Biology, University of Oklahoma, Norman, OK 73019, USA."
203,36718709,Beijing da xue xue bao. Yi xue ban = Journal of Peking University. Health sciences,Beijing Da Xue Xue Bao Yi Xue Ban,2023,"Department of Pediatrics, Peking University First Hospital, Beijing 100034, China."
204,36672838,Genes,Genes (Basel),2022,"Department of Human Nutrition, Foods, and Exercise, Virginia Tech, Blacksburg, VA 24060, USA."
205,36641623,Molecular therapy : the journal of the American Society of Gene Therapy,Mol Ther,2023,"Genome Center, UC Davis, Davis, CA, USA."
206,36639256,Disability and health journal,Disabil Health J,2023,"School of Public Health and Preventive Medicine, Monash University, 553 St Kilda Road, Melbourne, Victoria, 3004, Australia. Electronic address: sally.hartmanis@me.com."
207,36631457,Cell death & disease,Cell Death Dis,2023,"National Engineering Laboratory for Druggable Gene and Protein Screening, Northeast Normal University, Changchun, 130024, China."
208,36613751,International journal of molecular sciences,Int J Mol Sci,2022,"Department of Medicine, Division of Endocrinology, Leiden University Medical Center, Albinusdreef 2, 2333 ZA Leiden, The Netherlands."
209,36598241,mSystems,mSystems,2023,"Genome Center, University of California Davis, Davis, California, USA."
210,36594817,eLife,Elife,2023,"Department of Neuroscience, Baylor College of Medicine, Houston, United States."
211,36587803,European journal of medical genetics,Eur J Med Genet,2023,"Center for Medical Genetics, Keio University School of Medicine, Tokyo, Japan."
212,36585697,Italian journal of pediatrics,Ital J Pediatr,2022,"Department of Molecular Sciences, ""Iuliu Hatieganu"" University of Medicine and Pharmacy, Pasteur Street, No 6, 400349, Cluj-Napoca, Romania. diana.miclea@umfcluj.ro."
213,36563920,Neuroscience and biobehavioral reviews,Neurosci Biobehav Rev,2023,"Department of Experimental Medicine, Sapienza University of Rome, Rome, Italy."
214,36563179,American journal of medical genetics. Part A,Am J Med Genet A,2023,"The Institute for Genomic Health, Icahn School of Medicine at Mount Sinai, New York, New York, USA."
215,36540761,Advances in neurodevelopmental disorders,Adv Neurodev Disord,2022,"Child and Adolescent Psychiatry and Psychotherapy, Göttingen, Germany and Leibniz ScienceCampus Primate Cognition, University Medical Center Göttingen, Göttingen, Germany."
216,36522453,Communications biology,Commun Biol,2022,"Department of Psychology, University of California Los Angeles, 90095, Pritzker Hall, Los Angeles, CA, USA. jfneuro@pm.me."
217,36502770,Brain and language,Brain Lang,2023,"Vanderbilt Kennedy Center for Research on Human Development, Nashville, TN 37203, USA; Vanderbilt University Medical Center, Nashville, TN 37232, USA. Electronic address: sasha.key@vumc.org."
218,36456768,Journal of human genetics,J Hum Genet,2023,"Department of Pediatrics and Neonatology, Nagoya City University Graduate School of Medical Sciences, Nagoya, Japan."
219,36446382,Neuron,Neuron,2023,"Center for Neurogenetics, Brain and Mind Research Institute, Weill Cornell Medicine, New York, NY 10021, USA; Weill Cornell/Rockefeller/Sloan Kettering Tri-Institutional MD-PhD Program, New York, NY 10021, USA."
220,36401616,Genetics in medicine : official journal of the American College of Medical Genetics,Genet Med,2023,"Section of Medical Genetics, Children's Specialist Hospital, King Fahad Medical City, Riyadh, Saudi Arabia."
221,36381038,Clinical case reports,Clin Case Rep,2022,Iizuka Hospital Department of Pediatrics Iizuka Japan.
222,36367018,European journal of immunology,Eur J Immunol,2023,"Department of Urology, Affiliated Hospital of Nantong University, Nantong, Jiangsu Province, China."
223,36365206,Pharmaceutics,Pharmaceutics,2022,"Moser Center for Leukodystrophies, Kennedy Krieger Institute, Baltimore, MD 21205, USA."
224,36344336,Brain & development,Brain Dev,2023,"Department of Clinical and Experimental Sciences, University of Brescia, Brescia, Italy; Unit of Child Neurology and Psychiatry, ASST Spedali Civili of Brescia, Brescia, Italy. Electronic address: jessica.galli@unibs.it."
225,36282706,Journal of visualized experiments : JoVE,J Vis Exp,2022,"Department of Neuroscience, Washington University School of Medicine."
226,36253568,Nature reviews. Neurology,Nat Rev Neurol,2022,"IMBA-Institute of Molecular Biotechnology of the Austrian Academy of Sciences, Vienna Biocenter (VBC), Vienna, Austria."
227,36244082,Journal of communication disorders,J Commun Disord,2022,"Vanderbilt University Medical Center, United States. Electronic address: sasha.key@vumc.org."
228,36237484,Neural plasticity,Neural Plast,2022,"College of Osteopathic Medicine of the Pacific, Western University of Health Sciences, Pomona, California 91766, USA."
229,36224263,Journal of human genetics,J Hum Genet,2023,"Department of Pediatrics and Neonatology, Nagoya City University Graduate School of Medical Sciences, Nagoya, Japan."
230,36223387,PloS one,PLoS One,2022,"Vanderbilt Kennedy Center, Vanderbilt University Medical Center, Nashville, Tennessee, United States of America."
231,36212189,Frontiers in behavioral neuroscience,Front Behav Neurosci,2022,"University of Puerto Rico-Cayey, Cayey, PR, United States."
232,36192373,Translational psychiatry,Transl Psychiatry,2022,"Center for Neuroscience Research, Children's National Hospital, Washington, DC, USA."
233,36179574,Research in developmental disabilities,Res Dev Disabil,2022,"Diagnosis and Development, Murdoch Children's Research Institute, Royal Children's Hospital, Parkville, VIC, Australia; Department of Paediatrics, Faculty of Medicine, Dentistry and Health Sciences, University of Melbourne, Parkville, VIC, Australia; Brain and Mind, Murdoch Children's Research Institute, Royal Children's Hospital, Parkville, VIC, Australia."
234,36160311,Advances in neurodevelopmental disorders,Adv Neurodev Disord,2022,"Department of Curriculum, Instruction, and Special Education, University of Virginia, PO Box 400273, Charlottesville, VA 22904 USA."
235,36160019,Frontiers in genetics,Front Genet,2022,"Department of Clinical Laboratory, The General Hospital of Tianjin Medical University, Tianjin, China."
236,36147795,"Clinical pathology (Thousand Oaks, Ventura County, Calif.)",Clin Pathol,2022,"Medical Genetics Laboratory, Ibn Rochd University Hospital, Casablanca, Morocco."
237,36139390,Cells,Cells,2022,"Laboratory of Transgenic Models of Diseases, Institute of Molecular Genetics of the Czech Academy of Sciences, 252 50 Vestec, Czech Republic."
238,36134658,JCI insight,JCI Insight,2022,Department of Clinical Genetics and Department of Neuroscience and.
239,38835877,Medizinische Genetik : Mitteilungsblatt des Berufsverbandes Medizinische Genetik e.V,Med Genet,2022,"Institute of Human Genetics, University of Leipzig Medical Center, Philipp-Rosenthal-Straße 55, 04103 Leipzig, Germany."
240,36109631,Oncogene,Oncogene,2022,"State Key Laboratory of Cell Biology, CAS Center for Excellence in Molecular Cell Science, Shanghai Institute of Biochemistry and Cell Biology, Chinese Academy of Sciences, University of Chinese Academy of Sciences, 320 Yueyang Road, Shanghai, 200031, China."
241,36052644,Journal of intellectual disability research : JIDR,J Intellect Disabil Res,2022,"Irish Centre for Autism and Neurodevelopmental Research, School of Psychology, National University of Ireland, Galway, Ireland."
242,36052323,Frontiers in medicine,Front Med (Lausanne),2022,"Department of Pediatric Intensive Care Unit, Maternal and Child Health Hospital of Hubei Province, Tongji Medical College, Huazhong University of Science and Technology, Wuhan, China."
243,36028527,Scientific reports,Sci Rep,2022,"Department of Pediatrics, Nagoya University Graduate School of Medicine, 65 Tsurumai-cho, Showa-ku, Nagoya, 466-8550, Japan."
244,36012404,International journal of molecular sciences,Int J Mol Sci,2022,"Laboratory for Neurobiology of Psychiatric Disorders, Sagol Department of Neurobiology, University of Haifa, Haifa 3498838, Israel."
